%m/%d/%Y;price;dividend;earnings;cpi;real.price;real.dividend;real.earnings;pe.10
1/31/1871;4.44;0.26;0.4;12.46406116;61.5555387727253;3.60460362182626;5.54554403357886;NA
2/28/1871;4.5;0.26;0.4;12.84464132;60.5388644671006;3.49780105809915;5.38123239707561;NA
3/31/1871;4.61;0.26;0.4;13.0349719;61.1131351959416;3.44672779846959;5.30265815149168;NA
4/30/1871;4.74;0.26;0.4;12.55922645;65.2167554475459;3.57729038319872;5.50352366645957;NA
5/31/1871;4.86;0.26;0.4;12.27381157;68.4227548394732;3.66047659635042;5.63150245592372;NA
6/30/1871;4.82;0.26;0.4;12.08348099;68.9284818413903;3.71813387526172;5.7202059619411;NA
7/31/1871;4.73;0.26;0.4;12.08348099;67.6414354999536;3.71813387526172;5.7202059619411;NA
8/31/1871;4.79;0.26;0.4;11.8932314;69.595215308768;3.77761085183292;5.81170900281987;NA
9/30/1871;4.84;0.26;0.4;12.17864628;68.6736424370476;3.68907996562652;5.67550763942542;NA
10/31/1871;4.59;0.26;0.4;12.36889587;64.1247212634187;3.63233715217622;5.58821100334803;NA
11/30/1871;4.64;0.26;0.4;12.36889587;64.8232476388371;3.63233715217622;5.58821100334803;NA
12/31/1871;4.74;0.26;0.4;12.65439174;64.7263034706716;3.55038795408747;5.46213531398073;NA
1/31/1872;4.86;0.2633;0.4025;12.65439174;66.3649440648658;3.59545057042781;5.49627365969311;NA
2/28/1872;4.88;0.2667;0.405;12.65439174;66.6380508305649;3.64187872059665;5.53041200540549;NA
3/31/1872;5.04;0.27;0.4075;12.84464132;67.8035282031527;3.63233186802604;5.48213050452078;NA
4/30/1872;5.18;0.2733;0.41;13.13013719;68.1717172522552;3.59678191603115;5.39583090220552;NA
5/31/1872;5.18;0.2767;0.4125;13.13013719;68.1717172522552;3.64152783082992;5.4287323101458;NA
6/30/1872;5.13;0.28;0.415;13.0349719;68.0065907928808;3.71186070604418;5.50150783217262;NA
7/31/1872;5.1;0.2833;0.4175;12.84464132;68.610713062714;3.8112578452288;5.61666131444767;NA
8/31/1872;5.04;0.2867;0.42;12.93980661;67.3048698677576;3.82863218077105;5.60873915564647;NA
9/30/1872;4.95;0.29;0.4225;13.0349719;65.6203946247096;3.84442715983147;5.60093267251309;NA
10/31/1872;4.97;0.2933;0.425;12.74947603;67.3608858888925;3.97524101231633;5.76023672088115;NA
11/30/1872;4.95;0.2967;0.4275;13.13013719;65.1447877217496;3.90473909435214;5.62614075778747;NA
12/31/1872;5.07;0.3;0.43;12.93980661;67.705494093161;4.00624225403319;5.74228056411424;NA
1/31/1873;5.11;0.3025;0.4325;12.93980661;68.239659727032;4.03962760615014;5.77566591623119;NA
2/28/1873;5.15;0.305;0.435;13.22522149;67.2896102853851;3.98511284214417;5.68368552895971;NA
3/31/1873;5.11;0.3075;0.4375;13.22522149;66.7669725355957;4.017777701506;5.71635038832155;NA
4/30/1873;5.04;0.31;0.44;13.22522149;65.8523564734643;4.05044256086784;5.74901524768339;NA
5/31/1873;5.05;0.3125;0.4425;12.93980661;67.4384112762254;4.17316901461791;5.90920732469896;NA
6/30/1873;4.98;0.315;0.445;12.55922645;68.5188696474216;4.33402488733691;6.12267007893627;NA
7/31/1873;4.97;0.3175;0.4475;12.55922645;68.3812815557602;4.36842191025228;6.15706710185164;NA
8/31/1873;4.97;0.32;0.45;12.55922645;68.3812815557602;4.40281893316766;6.19146412476702;NA
9/30/1873;4.59;0.3225;0.4525;12.55922645;63.1529340726236;4.43721595608303;6.22586114768239;NA
10/31/1873;4.19;0.325;0.455;12.27381157;58.989988225801;4.57559574543802;6.40583404361324;NA
11/30/1873;4.04;0.3275;0.4575;11.8932314;58.6982609284807;4.75833674605877;6.64714217197523;NA
12/31/1873;4.42;0.33;0.46;12.17864628;62.7143594156509;4.68229380252597;6.52683378533924;NA
1/31/1874;4.66;0.33;0.46;12.36889587;65.1026581890046;4.61027407776213;6.42644265385024;NA
2/28/1874;4.8;0.33;0.46;12.36889587;67.0585320401764;4.61027407776213;6.42644265385024;NA
3/31/1874;4.73;0.33;0.46;12.36889587;66.0805951145905;4.61027407776213;6.42644265385024;NA
4/30/1874;4.6;0.33;0.46;12.17864628;65.2683378533924;4.68229380252597;6.52683378533924;NA
5/31/1874;4.48;0.33;0.46;12.08348099;64.0663067737404;4.71916991860141;6.57823685623227;NA
6/30/1874;4.46;0.33;0.46;11.79806612;65.3232480782198;4.83333449906111;6.7373753623276;NA
7/31/1874;4.46;0.33;0.46;11.8932314;64.8005553814416;4.7946599273264;6.68346535324286;NA
8/31/1874;4.47;0.33;0.46;11.79806612;65.4697127600095;4.83333449906111;6.7373753623276;NA
9/30/1874;4.54;0.33;0.46;11.79806612;66.4949655325376;4.83333449906111;6.7373753623276;NA
10/31/1874;4.53;0.33;0.46;11.60773554;67.4364088760072;4.91258607706013;6.8478472589323;NA
11/30/1874;4.57;0.33;0.46;11.51265124;68.5937568625591;4.95315968591784;6.90440441067335;NA
12/31/1874;4.54;0.33;0.46;11.51265124;68.1434696183848;4.95315968591784;6.90440441067335;NA
1/31/1875;4.54;0.3275;0.4517;11.51265124;68.1434696183848;4.91563574890331;6.77982493978511;NA
2/28/1875;4.53;0.325;0.4433;11.51265124;67.9933738703267;4.87811181188878;6.6537445114163;NA
